Date,Price,Car Type,Avg Price,Last 30 days,Last 90 days,YoY Change
09-16-2017,42628.622039565336,2013 M3,46350,1.68,-0.54,5.61
10-27-2017,42060.95146424855,2013 M3,46350,1.68,-0.54,5.61
12-07-2017,41145.232351225204,2013 M3,46350,1.68,-0.54,5.61
01-17-2018,40321.518253726805,2013 M3,46350,1.68,-0.54,5.61
02-27-2018,39441.621111945904,2013 M3,46350,1.68,-0.54,5.61
04-09-2018,38272.80519685039,2013 M3,46350,1.68,-0.54,5.61
05-20-2018,38212.04114591787,2013 M3,46350,1.68,-0.54,5.61
06-30-2018,38413.65797983641,2013 M3,46350,1.68,-0.54,5.61
08-10-2018,38950.74653361345,2013 M3,46350,1.68,-0.54,5.61
09-20-2018,38236.921941602726,2013 M3,46350,1.68,-0.54,5.61
10-31-2018,38134.8692322796,2013 M3,46350,1.68,-0.54,5.61
12-11-2018,37651.6413699771,2013 M3,46350,1.68,-0.54,5.61
01-21-2019,36509.45793745051,2013 M3,46350,1.68,-0.54,5.61
03-03-2019,35555.8520945007,2013 M3,46350,1.68,-0.54,5.61
04-13-2019,36046.407490168036,2013 M3,46350,1.68,-0.54,5.61
05-24-2019,35575.67931456548,2013 M3,46350,1.68,-0.54,5.61
07-04-2019,34924.79057899902,2013 M3,46350,1.68,-0.54,5.61
08-14-2019,34018.36738756187,2013 M3,46350,1.68,-0.54,5.61
09-24-2019,34641.71001374885,2013 M3,46350,1.68,-0.54,5.61
11-04-2019,34306.948119498535,2013 M3,46350,1.68,-0.54,5.61
12-15-2019,33767.3251369863,2013 M3,46350,1.68,-0.54,5.61
01-25-2020,33423.92336182336,2013 M3,46350,1.68,-0.54,5.61
03-06-2020,33554.21119133574,2013 M3,46350,1.68,-0.54,5.61
04-16-2020,33393.42159056998,2013 M3,46350,1.68,-0.54,5.61
05-27-2020,33419.38549393122,2013 M3,46350,1.68,-0.54,5.61
07-07-2020,33586.7358691444,2013 M3,46350,1.68,-0.54,5.61
08-17-2020,35556.00883116883,2013 M3,46350,1.68,-0.54,5.61
09-27-2020,36834.95656727452,2013 M3,46350,1.68,-0.54,5.61
11-07-2020,38509.52135466795,2013 M3,46350,1.68,-0.54,5.61
12-18-2020,39129.10892282958,2013 M3,46350,1.68,-0.54,5.61
01-28-2021,37968.10145975802,2013 M3,46350,1.68,-0.54,5.61
03-10-2021,38413.14550830398,2013 M3,46350,1.68,-0.54,5.61
04-20-2021,42285.74779275093,2013 M3,46350,1.68,-0.54,5.61
05-31-2021,42571.24896148036,2013 M3,46350,1.68,-0.54,5.61
07-11-2021,45481.136014248215,2013 M3,46350,1.68,-0.54,5.61
08-21-2021,44837.363299187564,2013 M3,46350,1.68,-0.54,5.61
10-01-2021,44898.4146090535,2013 M3,46350,1.68,-0.54,5.61
11-11-2021,44259.21137899263,2013 M3,46350,1.68,-0.54,5.61
12-22-2021,43012.7170580561,2013 M3,46350,1.68,-0.54,5.61
02-01-2022,44215.2484375,2013 M3,46350,1.68,-0.54,5.61
03-14-2022,43344.24199084668,2013 M3,46350,1.68,-0.54,5.61
04-24-2022,43649.302690226046,2013 M3,46350,1.68,-0.54,5.61
06-04-2022,45517.04792708027,2013 M3,46350,1.68,-0.54,5.61
07-15-2022,46238.62520498524,2013 M3,46350,1.68,-0.54,5.61
08-25-2022,47522.61889918062,2013 M3,46350,1.68,-0.54,5.61
10-05-2022,47795.68799782766,2013 M3,46350,1.68,-0.54,5.61
11-15-2022,47462.430674518204,2013 M3,46350,1.68,-0.54,5.61
12-26-2022,49713.91260691707,2013 M3,46350,1.68,-0.54,5.61
02-05-2023,48946.75741318767,2013 M3,46350,1.68,-0.54,5.61
03-18-2023,46596.28782830263,2013 M3,46350,1.68,-0.54,5.61
04-28-2023,45324.05461113472,2013 M3,46350,1.68,-0.54,5.61
06-08-2023,43543.824970367445,2013 M3,46350,1.68,-0.54,5.61
07-19-2023,44519.722127659574,2013 M3,46350,1.68,-0.54,5.61
08-29-2023,45096.953493265995,2013 M3,46350,1.68,-0.54,5.61
10-09-2023,47348.059030837,2013 M3,46350,1.68,-0.54,5.61
11-19-2023,46780.84630314233,2013 M3,46350,1.68,-0.54,5.61
12-30-2023,44542.71347438753,2013 M3,46350,1.68,-0.54,5.61
02-09-2024,42916.417232597625,2013 M3,46350,1.68,-0.54,5.61
03-21-2024,40792.936433793664,2013 M3,46350,1.68,-0.54,5.61
05-01-2024,43223.05969720199,2013 M3,46350,1.68,-0.54,5.61
06-11-2024,45440.3823269774,2013 M3,46350,1.68,-0.54,5.61
07-22-2024,46863.19572708477,2013 M3,46350,1.68,-0.54,5.61
09-01-2024,48229.78692125718,2013 M3,46350,1.68,-0.54,5.61
10-12-2024,46904.666336633665,2013 M3,46350,1.68,-0.54,5.61
11-22-2024,46759.50616893388,2013 M3,46350,1.68,-0.54,5.61
01-02-2014,49900.0,1989 M3,140856,5.21,66.01,40.87
09-05-2014,49800.0,1989 M3,140856,5.21,66.01,40.87
10-16-2014,49800.0,1989 M3,140856,5.21,66.01,40.87
01-06-2015,47728.8,1989 M3,140856,5.21,66.01,40.87
02-16-2015,47495.0,1989 M3,140856,5.21,66.01,40.87
03-29-2015,47741.971830985916,1989 M3,140856,5.21,66.01,40.87
05-09-2015,50000.0,1989 M3,140856,5.21,66.01,40.87
06-19-2015,62432.391304347824,1989 M3,140856,5.21,66.01,40.87
07-30-2015,39995.0,1989 M3,140856,5.21,66.01,40.87
09-09-2015,42260.28301886792,1989 M3,140856,5.21,66.01,40.87
10-20-2015,44925.27777777778,1989 M3,140856,5.21,66.01,40.87
11-30-2015,36710.44776119403,1989 M3,140856,5.21,66.01,40.87
01-10-2016,53829.14893617021,1989 M3,140856,5.21,66.01,40.87
02-20-2016,57633.28125,1989 M3,140856,5.21,66.01,40.87
04-01-2016,62052.08396464647,1989 M3,140856,5.21,66.01,40.87
05-12-2016,62918.10975609756,1989 M3,140856,5.21,66.01,40.87
06-22-2016,61442.5,1989 M3,140856,5.21,66.01,40.87
08-02-2016,61442.5,1989 M3,140856,5.21,66.01,40.87
09-12-2016,64407.16216216216,1989 M3,140856,5.21,66.01,40.87
10-23-2016,86994.28571428571,1989 M3,140856,5.21,66.01,40.87
12-03-2016,74712.6530612245,1989 M3,140856,5.21,66.01,40.87
01-13-2017,67134.2,1989 M3,140856,5.21,66.01,40.87
02-23-2017,62403.65853658537,1989 M3,140856,5.21,66.01,40.87
04-05-2017,62750.0,1989 M3,140856,5.21,66.01,40.87
05-16-2017,57840.50375,1989 M3,140856,5.21,66.01,40.87
06-26-2017,56183.34747023809,1989 M3,140856,5.21,66.01,40.87
08-06-2017,72219.99320652174,1989 M3,140856,5.21,66.01,40.87
09-16-2017,67158.16981132075,1989 M3,140856,5.21,66.01,40.87
10-27-2017,67193.12307363014,1989 M3,140856,5.21,66.01,40.87
12-07-2017,67956.11173184357,1989 M3,140856,5.21,66.01,40.87
01-17-2018,70174.2307464455,1989 M3,140856,5.21,66.01,40.87
02-27-2018,65278.31669776119,1989 M3,140856,5.21,66.01,40.87
04-09-2018,71411.43324416342,1989 M3,140856,5.21,66.01,40.87
05-20-2018,78799.24551282052,1989 M3,140856,5.21,66.01,40.87
06-30-2018,85957.9466080402,1989 M3,140856,5.21,66.01,40.87
08-10-2018,89527.89366515836,1989 M3,140856,5.21,66.01,40.87
09-20-2018,86374.0,1989 M3,140856,5.21,66.01,40.87
10-31-2018,86260.48649878641,1989 M3,140856,5.21,66.01,40.87
12-11-2018,87674.08373205742,1989 M3,140856,5.21,66.01,40.87
01-21-2019,95492.5,1989 M3,140856,5.21,66.01,40.87
03-03-2019,91214.78260869565,1989 M3,140856,5.21,66.01,40.87
04-13-2019,89239.49438202247,1989 M3,140856,5.21,66.01,40.87
05-24-2019,88394.61174242424,1989 M3,140856,5.21,66.01,40.87
07-04-2019,76502.74869791667,1989 M3,140856,5.21,66.01,40.87
08-14-2019,71798.97621058559,1989 M3,140856,5.21,66.01,40.87
09-24-2019,70749.86591409691,1989 M3,140856,5.21,66.01,40.87
11-04-2019,70216.24658703072,1989 M3,140856,5.21,66.01,40.87
12-15-2019,77349.26482142857,1989 M3,140856,5.21,66.01,40.87
01-25-2020,77002.35175304877,1989 M3,140856,5.21,66.01,40.87
03-06-2020,75538.90777439025,1989 M3,140856,5.21,66.01,40.87
04-16-2020,72869.22549019608,1989 M3,140856,5.21,66.01,40.87
05-27-2020,70439.39182692308,1989 M3,140856,5.21,66.01,40.87
07-07-2020,72354.58782894736,1989 M3,140856,5.21,66.01,40.87
08-17-2020,85900.0,1989 M3,140856,5.21,66.01,40.87
09-27-2020,80583.26519691781,1989 M3,140856,5.21,66.01,40.87
11-07-2020,78919.56398026316,1989 M3,140856,5.21,66.01,40.87
12-18-2020,74202.35337334438,1989 M3,140856,5.21,66.01,40.87
01-28-2021,78256.02544642857,1989 M3,140856,5.21,66.01,40.87
03-10-2021,85071.34545693277,1989 M3,140856,5.21,66.01,40.87
04-20-2021,88496.89024390244,1989 M3,140856,5.21,66.01,40.87
05-31-2021,86205.82089552238,1989 M3,140856,5.21,66.01,40.87
07-11-2021,94428.57142857143,1989 M3,140856,5.21,66.01,40.87
08-21-2021,94900.0,1989 M3,140856,5.21,66.01,40.87
10-01-2021,94900.0,1989 M3,140856,5.21,66.01,40.87
11-11-2021,99119.88722826086,1989 M3,140856,5.21,66.01,40.87
12-22-2021,94511.02717391304,1989 M3,140856,5.21,66.01,40.87
02-01-2022,95009.49246987952,1989 M3,140856,5.21,66.01,40.87
03-14-2022,94900.0,1989 M3,140856,5.21,66.01,40.87
04-24-2022,94900.0,1989 M3,140856,5.21,66.01,40.87
06-04-2022,94900.0,1989 M3,140856,5.21,66.01,40.87
07-15-2022,94900.0,1989 M3,140856,5.21,66.01,40.87
08-25-2022,96783.78378378379,1989 M3,140856,5.21,66.01,40.87
10-05-2022,94900.0,1989 M3,140856,5.21,66.01,40.87
11-15-2022,94900.0,1989 M3,140856,5.21,66.01,40.87
12-26-2022,86996.77966101695,1989 M3,140856,5.21,66.01,40.87
02-05-2023,86406.55737704918,1989 M3,140856,5.21,66.01,40.87
03-18-2023,94900.0,1989 M3,140856,5.21,66.01,40.87
04-28-2023,90927.69230769231,1989 M3,140856,5.21,66.01,40.87
06-08-2023,88167.0,1989 M3,140856,5.21,66.01,40.87
07-19-2023,95811.24426605504,1989 M3,140856,5.21,66.01,40.87
08-29-2023,88222.62327586208,1989 M3,140856,5.21,66.01,40.87
10-09-2023,84378.25,1989 M3,140856,5.21,66.01,40.87
11-19-2023,85345.0,1989 M3,140856,5.21,66.01,40.87
12-30-2023,90184.375,1989 M3,140856,5.21,66.01,40.87
02-09-2024,99990.0,1989 M3,140856,5.21,66.01,40.87
03-21-2024,112799.47222222222,1989 M3,140856,5.21,66.01,40.87
05-01-2024,107119.3090909091,1989 M3,140856,5.21,66.01,40.87
06-11-2024,95686.41791044777,1989 M3,140856,5.21,66.01,40.87
07-22-2024,90496.23076923077,1989 M3,140856,5.21,66.01,40.87
09-01-2024,84525.12280701754,1989 M3,140856,5.21,66.01,40.87
10-12-2024,102671.67741935483,1989 M3,140856,5.21,66.01,40.87
11-22-2024,134324.34146341463,1989 M3,140856,5.21,66.01,40.87
01-02-2014,9630.112712975098,1999 M3,26131,2.36,7.06,19.36
02-12-2014,9426.132249810462,1999 M3,26131,2.36,7.06,19.36
03-25-2014,9660.381632975363,1999 M3,26131,2.36,7.06,19.36
05-05-2014,9809.404901564185,1999 M3,26131,2.36,7.06,19.36
06-15-2014,10623.038681490943,1999 M3,26131,2.36,7.06,19.36
07-26-2014,9901.809953703703,1999 M3,26131,2.36,7.06,19.36
09-05-2014,10141.264919051206,1999 M3,26131,2.36,7.06,19.36
10-16-2014,9658.751017857143,1999 M3,26131,2.36,7.06,19.36
11-26-2014,9794.90083828523,1999 M3,26131,2.36,7.06,19.36
01-06-2015,9390.267118768328,1999 M3,26131,2.36,7.06,19.36
02-16-2015,9557.087681320309,1999 M3,26131,2.36,7.06,19.36
03-29-2015,9654.76184690158,1999 M3,26131,2.36,7.06,19.36
05-09-2015,10259.657090268885,1999 M3,26131,2.36,7.06,19.36
06-19-2015,9696.245293923383,1999 M3,26131,2.36,7.06,19.36
07-30-2015,10046.951037765293,1999 M3,26131,2.36,7.06,19.36
09-09-2015,10206.678134498481,1999 M3,26131,2.36,7.06,19.36
10-20-2015,9885.452302631578,1999 M3,26131,2.36,7.06,19.36
11-30-2015,9745.329369665718,1999 M3,26131,2.36,7.06,19.36
01-10-2016,9528.481758165393,1999 M3,26131,2.36,7.06,19.36
02-20-2016,10113.713450647248,1999 M3,26131,2.36,7.06,19.36
04-01-2016,11861.517398466918,1999 M3,26131,2.36,7.06,19.36
05-12-2016,12844.575329912024,1999 M3,26131,2.36,7.06,19.36
06-22-2016,13209.439010629005,1999 M3,26131,2.36,7.06,19.36
08-02-2016,13385.980219072166,1999 M3,26131,2.36,7.06,19.36
09-12-2016,13590.430791347208,1999 M3,26131,2.36,7.06,19.36
10-23-2016,14034.65418685645,1999 M3,26131,2.36,7.06,19.36
12-03-2016,14191.362075242718,1999 M3,26131,2.36,7.06,19.36
01-13-2017,13872.536381224765,1999 M3,26131,2.36,7.06,19.36
02-23-2017,12663.116354875283,1999 M3,26131,2.36,7.06,19.36
04-05-2017,12236.763444170772,1999 M3,26131,2.36,7.06,19.36
05-16-2017,12126.017244616925,1999 M3,26131,2.36,7.06,19.36
06-26-2017,12848.81349469496,1999 M3,26131,2.36,7.06,19.36
08-06-2017,12451.540841238839,1999 M3,26131,2.36,7.06,19.36
09-16-2017,11982.359954967249,1999 M3,26131,2.36,7.06,19.36
10-27-2017,10912.886375190647,1999 M3,26131,2.36,7.06,19.36
12-07-2017,10532.20686431624,1999 M3,26131,2.36,7.06,19.36
01-17-2018,10533.5081545858,1999 M3,26131,2.36,7.06,19.36
02-27-2018,11246.282755761173,1999 M3,26131,2.36,7.06,19.36
04-09-2018,11625.161099894663,1999 M3,26131,2.36,7.06,19.36
05-20-2018,10980.85480456026,1999 M3,26131,2.36,7.06,19.36
06-30-2018,11545.36503537736,1999 M3,26131,2.36,7.06,19.36
08-10-2018,11518.279190172208,1999 M3,26131,2.36,7.06,19.36
09-20-2018,11832.382956448912,1999 M3,26131,2.36,7.06,19.36
10-31-2018,12572.300626145388,1999 M3,26131,2.36,7.06,19.36
12-11-2018,11755.771793948126,1999 M3,26131,2.36,7.06,19.36
01-21-2019,10866.45494364754,1999 M3,26131,2.36,7.06,19.36
03-03-2019,10934.224037547528,1999 M3,26131,2.36,7.06,19.36
04-13-2019,12026.649549875829,1999 M3,26131,2.36,7.06,19.36
05-24-2019,12060.54537470726,1999 M3,26131,2.36,7.06,19.36
07-04-2019,13204.479673672566,1999 M3,26131,2.36,7.06,19.36
08-14-2019,12853.84925725861,1999 M3,26131,2.36,7.06,19.36
09-24-2019,13642.530383039091,1999 M3,26131,2.36,7.06,19.36
11-04-2019,13132.110405336505,1999 M3,26131,2.36,7.06,19.36
12-15-2019,13817.294398488562,1999 M3,26131,2.36,7.06,19.36
01-25-2020,15326.23134086189,1999 M3,26131,2.36,7.06,19.36
03-06-2020,15453.465309307605,1999 M3,26131,2.36,7.06,19.36
04-16-2020,14366.04968220339,1999 M3,26131,2.36,7.06,19.36
05-27-2020,15622.50242003367,1999 M3,26131,2.36,7.06,19.36
07-07-2020,14905.949451754386,1999 M3,26131,2.36,7.06,19.36
08-17-2020,16414.218294460643,1999 M3,26131,2.36,7.06,19.36
09-27-2020,16659.522673766816,1999 M3,26131,2.36,7.06,19.36
11-07-2020,17883.549606199187,1999 M3,26131,2.36,7.06,19.36
12-18-2020,19062.057394641,1999 M3,26131,2.36,7.06,19.36
01-28-2021,19513.626642520216,1999 M3,26131,2.36,7.06,19.36
03-10-2021,18972.985838498622,1999 M3,26131,2.36,7.06,19.36
04-20-2021,18879.274662990196,1999 M3,26131,2.36,7.06,19.36
05-31-2021,20915.828464182345,1999 M3,26131,2.36,7.06,19.36
07-11-2021,21088.361621900825,1999 M3,26131,2.36,7.06,19.36
08-21-2021,21147.82545632334,1999 M3,26131,2.36,7.06,19.36
10-01-2021,23119.27180232558,1999 M3,26131,2.36,7.06,19.36
11-11-2021,21262.48275683513,1999 M3,26131,2.36,7.06,19.36
12-22-2021,20071.1875,1999 M3,26131,2.36,7.06,19.36
02-01-2022,20659.076968503938,1999 M3,26131,2.36,7.06,19.36
03-14-2022,20152.68117408907,1999 M3,26131,2.36,7.06,19.36
04-24-2022,20216.529819139196,1999 M3,26131,2.36,7.06,19.36
06-04-2022,20878.781080531455,1999 M3,26131,2.36,7.06,19.36
07-15-2022,21939.04685894142,1999 M3,26131,2.36,7.06,19.36
08-25-2022,24443.63792922948,1999 M3,26131,2.36,7.06,19.36
10-05-2022,23379.569628647216,1999 M3,26131,2.36,7.06,19.36
11-15-2022,23471.80042870036,1999 M3,26131,2.36,7.06,19.36
12-26-2022,22996.55465,1999 M3,26131,2.36,7.06,19.36
02-05-2023,24813.653919380253,1999 M3,26131,2.36,7.06,19.36
03-18-2023,25810.226456447963,1999 M3,26131,2.36,7.06,19.36
04-28-2023,27553.2554402834,1999 M3,26131,2.36,7.06,19.36
06-08-2023,27582.429161162483,1999 M3,26131,2.36,7.06,19.36
07-19-2023,27905.138568683957,1999 M3,26131,2.36,7.06,19.36
08-29-2023,26961.127403846152,1999 M3,26131,2.36,7.06,19.36
10-09-2023,24970.76902788244,1999 M3,26131,2.36,7.06,19.36
11-19-2023,24934.693135707847,1999 M3,26131,2.36,7.06,19.36
12-30-2023,22555.774102870815,1999 M3,26131,2.36,7.06,19.36
02-09-2024,23942.01109279919,1999 M3,26131,2.36,7.06,19.36
03-21-2024,23129.74131455399,1999 M3,26131,2.36,7.06,19.36
05-01-2024,21772.8452136401,1999 M3,26131,2.36,7.06,19.36
06-11-2024,21679.20102694346,1999 M3,26131,2.36,7.06,19.36
07-22-2024,23872.296262534182,1999 M3,26131,2.36,7.06,19.36
09-01-2024,24962.68730650155,1999 M3,26131,2.36,7.06,19.36
10-12-2024,24089.593008072174,1999 M3,26131,2.36,7.06,19.36
11-22-2024,24562.005286654134,1999 M3,26131,2.36,7.06,19.36
07-19-2023,124051.92307692308,2024 M3,91600,-3.28,-6.02,-19.42
08-29-2023,130410.66666666667,2024 M3,91600,-3.28,-6.02,-19.42
10-09-2023,127777.1355140187,2024 M3,91600,-3.28,-6.02,-19.42
11-19-2023,128537.40514469454,2024 M3,91600,-3.28,-6.02,-19.42
12-30-2023,113010.87678571428,2024 M3,91600,-3.28,-6.02,-19.42
02-09-2024,103687.63997477932,2024 M3,91600,-3.28,-6.02,-19.42
03-21-2024,94733.86981465136,2024 M3,91600,-3.28,-6.02,-19.42
05-01-2024,95090.4873358349,2024 M3,91600,-3.28,-6.02,-19.42
06-11-2024,95828.9892165493,2024 M3,91600,-3.28,-6.02,-19.42
07-22-2024,99698.06693892046,2024 M3,91600,-3.28,-6.02,-19.42
09-01-2024,99769.73448461953,2024 M3,91600,-3.28,-6.02,-19.42
10-12-2024,97038.99528542304,2024 M3,91600,-3.28,-6.02,-19.42
11-22-2024,95346.90266692622,2024 M3,91600,-3.28,-6.02,-19.42